trip_id,vehicle_hash,start_time,origin_zone,destination_zone,distance_km,travel_time_min
T0385,V057,2026-03-08 07:00:00,Z01,Z01,12.22,20.96
T0182,V033,2026-03-08 07:45:00,Z04,Z04,5.98,29.53
T0164,V034,2026-03-08 08:30:00,Z02,Z02,10.61,14.47
T0063,V056,2026-03-08 08:45:00,Z03,Z03,21.79,63.87
T0785,V062,2026-03-08 08:45:00,Z03,Z02,2.73,64.67
T0387,V006,2026-03-08 09:15:00,Z03,Z04,14.15,14.15
T0425,V141,2026-03-08 09:45:00,Z03,Z01,23.04,38.34
T0402,V148,2026-03-08 10:00:00,Z03,Z01,11.84,44.66
T0371,V055,2026-03-08 10:00:00,Z04,Z01,9.89,66.35
T0313,V020,2026-03-08 10:30:00,Z04,Z04,18.46,37.65
T0125,V010,2026-03-08 10:45:00,Z01,Z03,8.94,25.53
T0123,V002,2026-03-08 11:30:00,Z04,Z04,19.46,53.05
T0372,V096,2026-03-08 11:45:00,Z03,Z04,12.0,64.51
T0767,V083,2026-03-08 12:30:00,Z04,Z02,15.63,34.29
T0705,V038,2026-03-08 12:45:00,Z04,Z02,4.17,63.84
T0319,V080,2026-03-08 14:00:00,Z03,Z03,7.04,70.63
T0763,V145,2026-03-08 14:00:00,Z02,Z02,14.09,55.84
T0127,V031,2026-03-08 14:00:00,Z02,Z04,15.02,41.37
T0409,V173,2026-03-08 14:45:00,Z02,Z03,9.87,70.56
T0543,V155,2026-03-08 15:00:00,Z03,Z01,8.06,35.05
T0539,V130,2026-03-08 15:00:00,Z02,Z01,23.61,9.31
T0494,V128,2026-03-08 15:30:00,Z03,Z01,19.9,14.26
T0438,V049,2026-03-08 15:45:00,Z03,Z02,5.28,60.63
T0556,V034,2026-03-08 16:00:00,Z03,Z03,21.88,59.5
T0722,V121,2026-03-08 16:00:00,Z02,Z04,18.94,12.86
T0085,V180,2026-03-08 16:15:00,Z02,Z02,22.46,69.06
T0792,V094,2026-03-08 16:30:00,Z02,Z04,9.06,60.21
T0834,V033,2026-03-08 16:45:00,Z02,Z03,22.45,51.59
T0396,V141,2026-03-08 16:45:00,Z01,Z04,22.56,30.35
T0412,V143,2026-03-08 17:00:00,Z03,Z01,14.9,12.95
T0893,V127,2026-03-08 18:00:00,Z01,Z02,15.96,44.62
T0795,V133,2026-03-08 18:15:00,Z04,Z04,21.03,35.66
T0252,V169,2026-03-08 18:30:00,Z04,Z02,17.74,44.96
T0133,V045,2026-03-08 18:45:00,Z02,Z04,4.3,71.37
T0837,V038,2026-03-08 19:00:00,Z02,Z02,23.01,50.96
T0196,V044,2026-03-08 19:30:00,Z04,Z01,7.4,22.71
T0470,V077,2026-03-08 19:45:00,Z04,Z01,8.16,40.39
T0771,V010,2026-03-08 19:45:00,Z02,Z02,10.66,16.65
T0257,V036,2026-03-08 20:00:00,Z01,Z01,16.09,24.92
T0808,V122,2026-03-08 20:15:00,Z03,Z02,15.48,63.26
T0111,V052,2026-03-08 21:00:00,Z04,Z02,4.72,62.88
T0055,V170,2026-03-08 21:30:00,Z02,Z01,2.56,27.8
T0572,V077,2026-03-08 21:30:00,Z01,Z01,3.56,20.69
T0752,V060,2026-03-08 21:30:00,Z03,Z02,9.51,46.41
T0496,V024,2026-03-08 21:30:00,Z03,Z03,2.62,29.97
T0413,V108,2026-03-08 22:00:00,Z03,Z04,8.4,16.09
T0256,V156,2026-03-08 23:30:00,Z01,Z02,2.81,26.76
T0390,V068,2026-03-08 23:30:00,Z04,Z03,13.84,71.47
T0093,V052,2026-03-09 00:15:00,Z04,Z03,22.78,64.66
T0573,V023,2026-03-09 01:00:00,Z04,Z04,16.24,32.28
T0024,V075,2026-03-09 01:15:00,Z03,Z04,22.69,47.3
T0217,V126,2026-03-09 01:15:00,Z03,Z01,6.0,23.93
T0285,V042,2026-03-09 01:15:00,Z04,Z01,9.32,41.98
T0148,V017,2026-03-09 01:30:00,Z02,Z02,5.48,71.01
T0485,V172,2026-03-09 01:30:00,Z02,Z01,3.38,22.66
T0089,V179,2026-03-09 01:45:00,Z01,Z03,6.19,13.11
T0571,V071,2026-03-09 01:45:00,Z03,Z04,13.07,59.39
T0526,V158,2026-03-09 02:00:00,Z01,Z02,19.17,37.21
T0817,V037,2026-03-09 03:15:00,Z01,Z01,3.05,52.35
T0492,V082,2026-03-09 03:30:00,Z01,Z03,16.79,42.7
T0019,V093,2026-03-09 03:30:00,Z04,Z04,6.4,49.45
T0874,V106,2026-03-09 03:45:00,Z03,Z04,12.98,48.65
T0633,V110,2026-03-09 04:00:00,Z04,Z02,7.26,11.27
T0281,V145,2026-03-09 04:45:00,Z03,Z01,4.4,42.88
T0183,V086,2026-03-09 04:45:00,Z03,Z03,20.25,45.28
T0522,V042,2026-03-09 06:15:00,Z02,Z04,16.41,52.04
T0663,V106,2026-03-09 07:00:00,Z04,Z04,7.5,28.27
T0476,V178,2026-03-09 08:15:00,Z01,Z01,11.39,37.66
T0478,V171,2026-03-09 08:30:00,Z01,Z04,14.51,44.85
T0106,V032,2026-03-09 08:30:00,Z04,Z04,6.29,66.55
T0193,V096,2026-03-09 08:30:00,Z03,Z04,11.7,74.03
T0788,V079,2026-03-09 11:15:00,Z03,Z04,18.1,41.17
T0477,V077,2026-03-09 11:45:00,Z04,Z04,10.04,33.33
T0742,V177,2026-03-09 12:00:00,Z01,Z03,14.09,28.0
T0538,V102,2026-03-09 12:00:00,Z04,Z02,17.11,10.14
T0609,V151,2026-03-09 12:15:00,Z04,Z03,19.86,33.22
T0220,V010,2026-03-09 12:15:00,Z04,Z03,19.81,53.77
T0545,V133,2026-03-09 12:45:00,Z02,Z01,17.15,39.06
T0797,V154,2026-03-09 13:00:00,Z04,Z03,15.22,51.93
T0186,V034,2026-03-09 13:30:00,Z02,Z01,22.82,23.73
T0079,V086,2026-03-09 13:45:00,Z03,Z02,5.14,38.18
T0429,V167,2026-03-09 14:00:00,Z04,Z04,13.97,25.85
T0719,V003,2026-03-09 14:00:00,Z02,Z03,10.12,49.67
T0517,V095,2026-03-09 14:45:00,Z02,Z02,19.42,72.16
T0878,V040,2026-03-09 15:45:00,Z01,Z01,15.48,35.76
T0031,V060,2026-03-09 15:45:00,Z01,Z03,11.51,33.67
T0474,V125,2026-03-09 16:00:00,Z01,Z04,3.3,24.96
T0562,V168,2026-03-09 17:30:00,Z04,Z02,17.56,60.82
T0770,V152,2026-03-09 17:30:00,Z02,Z04,3.76,16.53
T0530,V058,2026-03-09 17:30:00,Z02,Z02,10.3,34.68
T0144,V016,2026-03-09 18:15:00,Z02,Z02,19.99,71.69
T0839,V151,2026-03-09 18:15:00,Z03,Z02,16.18,26.35
T0268,V024,2026-03-09 18:45:00,Z04,Z03,16.12,52.73
T0404,V094,2026-03-09 18:45:00,Z04,Z03,4.23,48.47
T0270,V025,2026-03-09 19:00:00,Z04,Z03,3.98,72.25
T0180,V008,2026-03-09 19:30:00,Z01,Z01,7.88,23.22
T0308,V146,2026-03-09 19:45:00,Z04,Z03,16.46,53.35
T0855,V132,2026-03-09 20:15:00,Z02,Z02,5.84,27.45
T0877,V140,2026-03-09 20:15:00,Z01,Z02,10.22,25.51
T0376,V052,2026-03-09 20:30:00,Z03,Z03,11.58,73.2
T0304,V119,2026-03-09 20:45:00,Z04,Z03,20.72,43.87
T0235,V140,2026-03-09 21:00:00,Z01,Z03,14.61,36.65
T0092,V033,2026-03-09 21:00:00,Z02,Z03,4.97,62.91
T0097,V135,2026-03-09 21:45:00,Z01,Z03,4.3,10.76
T0733,V086,2026-03-09 22:30:00,Z04,Z04,18.32,19.03
T0145,V097,2026-03-09 23:15:00,Z03,Z03,20.09,22.08
T0022,V078,2026-03-09 23:30:00,Z04,Z04,4.66,29.7
T0046,V038,2026-03-10 00:00:00,Z02,Z02,7.83,74.68
T0293,V001,2026-03-10 00:15:00,Z03,Z04,11.1,28.41
T0156,V068,2026-03-10 00:15:00,Z01,Z01,6.08,14.69
T0547,V057,2026-03-10 01:30:00,Z01,Z03,13.7,31.89
T0359,V068,2026-03-10 01:30:00,Z03,Z01,16.42,68.07
T0829,V107,2026-03-10 02:00:00,Z02,Z04,23.45,69.16
T0151,V090,2026-03-10 02:15:00,Z04,Z04,13.82,57.77
T0195,V033,2026-03-10 02:15:00,Z02,Z02,7.15,45.75
T0136,V111,2026-03-10 02:15:00,Z02,Z04,13.91,30.26
T0811,V131,2026-03-10 02:15:00,Z04,Z01,21.89,60.72
T0378,V178,2026-03-10 03:15:00,Z02,Z01,16.11,28.0
T0620,V071,2026-03-10 03:30:00,Z02,Z04,3.3,19.55
T0361,V114,2026-03-10 03:45:00,Z03,Z04,19.06,44.57
T0181,V025,2026-03-10 05:30:00,Z03,Z03,8.82,29.77
T0502,V020,2026-03-10 05:30:00,Z01,Z03,19.91,71.57
T0440,V097,2026-03-10 06:30:00,Z01,Z01,15.67,66.5
T0040,V090,2026-03-10 06:45:00,Z01,Z02,13.27,15.03
T0373,V025,2026-03-10 07:30:00,Z01,Z02,10.6,35.53
T0362,V042,2026-03-10 07:45:00,Z04,Z04,6.59,12.13
T0410,V086,2026-03-10 08:15:00,Z02,Z03,16.09,23.43
T0664,V068,2026-03-10 08:30:00,Z03,Z02,3.59,34.41
T0455,V011,2026-03-10 08:45:00,Z02,Z04,15.74,23.73
T0815,V113,2026-03-10 09:00:00,Z03,Z01,4.42,38.69
T0175,V069,2026-03-10 09:30:00,Z02,Z04,19.2,54.97
T0382,V134,2026-03-10 10:00:00,Z04,Z02,5.36,55.02
T0816,V155,2026-03-10 10:30:00,Z02,Z01,13.79,67.28
T0168,V105,2026-03-10 10:30:00,Z03,Z01,5.29,72.02
T0234,V092,2026-03-10 10:45:00,Z04,Z04,3.62,51.45
T0333,V157,2026-03-10 10:45:00,Z04,Z02,13.92,44.12
T0486,V099,2026-03-10 10:45:00,Z03,Z02,5.62,44.9
T0460,V165,2026-03-10 11:00:00,Z02,Z02,22.9,10.57
T0311,V094,2026-03-10 12:30:00,Z01,Z03,20.82,61.58
T0521,V087,2026-03-10 12:45:00,Z02,Z03,21.83,48.52
T0661,V062,2026-03-10 13:15:00,Z04,Z03,7.31,57.32
T0865,V092,2026-03-10 13:30:00,Z01,Z04,22.45,68.96
T0495,V179,2026-03-10 13:45:00,Z01,Z01,23.58,39.92
T0260,V015,2026-03-10 13:45:00,Z04,Z01,7.79,60.42
T0615,V060,2026-03-10 14:30:00,Z04,Z02,20.94,56.7
T0384,V082,2026-03-10 15:00:00,Z03,Z01,9.49,34.38
T0574,V146,2026-03-10 15:00:00,Z02,Z02,10.26,50.49
T0607,V121,2026-03-10 15:30:00,Z01,Z01,5.52,15.62
T0483,V152,2026-03-10 16:00:00,Z03,Z04,6.17,20.6
T0550,V013,2026-03-10 16:00:00,Z02,Z01,18.83,13.0
T0896,V134,2026-03-10 16:30:00,Z01,Z04,21.4,47.73
T0510,V107,2026-03-10 16:30:00,Z01,Z01,20.15,69.89
T0226,V172,2026-03-10 17:00:00,Z03,Z04,8.21,73.21
T0723,V009,2026-03-10 17:15:00,Z01,Z03,7.61,60.39
T0291,V140,2026-03-10 17:30:00,Z02,Z03,8.74,57.41
T0680,V155,2026-03-10 18:00:00,Z03,Z02,11.87,15.39
T0897,V080,2026-03-10 19:00:00,Z04,Z01,21.43,42.32
T0128,V159,2026-03-10 19:15:00,Z04,Z02,22.98,61.24
T0401,V089,2026-03-10 19:15:00,Z01,Z01,15.04,56.57
T0365,V058,2026-03-10 19:45:00,Z02,Z03,17.3,10.74
T0170,V089,2026-03-10 20:15:00,Z01,Z04,23.0,30.11
T0288,V175,2026-03-10 20:15:00,Z02,Z04,6.02,60.41
T0509,V124,2026-03-10 20:30:00,Z01,Z03,10.78,30.77
T0419,V079,2026-03-10 20:30:00,Z04,Z04,8.07,36.64
T0867,V079,2026-03-10 20:45:00,Z03,Z04,8.87,54.94
T0332,V055,2026-03-10 21:00:00,Z04,Z02,8.67,25.51
T0305,V112,2026-03-10 21:15:00,Z02,Z04,5.61,13.07
T0858,V093,2026-03-10 21:30:00,Z04,Z02,8.06,44.11
T0044,V099,2026-03-10 21:45:00,Z04,Z01,19.3,38.37
T0300,V025,2026-03-10 22:00:00,Z01,Z01,16.25,30.79
T0696,V067,2026-03-10 22:30:00,Z04,Z03,21.0,21.02
T0417,V033,2026-03-10 23:30:00,Z04,Z01,12.81,38.46
T0505,V070,2026-03-10 23:30:00,Z03,Z01,11.9,62.01
T0586,V058,2026-03-11 00:00:00,Z03,Z02,19.06,52.09
T0537,V169,2026-03-11 01:30:00,Z02,Z01,10.69,30.01
T0852,V094,2026-03-11 01:45:00,Z03,Z03,20.87,50.08
T0163,V054,2026-03-11 02:15:00,Z01,Z04,15.37,55.85
T0212,V067,2026-03-11 02:15:00,Z04,Z04,10.41,8.05
T0043,V162,2026-03-11 02:30:00,Z01,Z03,7.25,15.76
T0302,V125,2026-03-11 05:00:00,Z04,Z04,20.22,62.31
T0067,V044,2026-03-11 05:00:00,Z04,Z04,16.41,28.14
T0179,V137,2026-03-11 05:15:00,Z02,Z04,8.08,31.9
T0049,V168,2026-03-11 05:15:00,Z04,Z03,12.71,45.7
T0108,V098,2026-03-11 05:30:00,Z02,Z02,23.36,55.75
T0789,V158,2026-03-11 06:00:00,Z03,Z02,3.17,25.25
T0192,V028,2026-03-11 06:15:00,Z03,Z01,7.01,9.31
T0491,V109,2026-03-11 06:15:00,Z03,Z01,21.15,11.56
T0166,V160,2026-03-11 06:15:00,Z02,Z01,21.26,32.69
T0807,V144,2026-03-11 06:30:00,Z04,Z01,22.65,34.15
T0670,V062,2026-03-11 07:15:00,Z01,Z03,10.58,18.27
T0824,V096,2026-03-11 07:30:00,Z03,Z03,12.45,52.35
T0295,V143,2026-03-11 07:30:00,Z02,Z03,3.97,38.7
T0052,V125,2026-03-11 08:00:00,Z03,Z04,3.42,18.46
T0536,V174,2026-03-11 08:15:00,Z03,Z04,7.74,34.54
T0565,V072,2026-03-11 09:00:00,Z01,Z04,10.02,66.5
T0137,V002,2026-03-11 09:30:00,Z02,Z04,7.04,54.9
T0707,V146,2026-03-11 09:45:00,Z02,Z01,15.17,66.73
T0523,V037,2026-03-11 09:45:00,Z02,Z04,3.54,73.01
T0165,V010,2026-03-11 10:15:00,Z04,Z01,6.78,39.82
T0801,V018,2026-03-11 10:30:00,Z04,Z04,22.5,16.73
T0692,V145,2026-03-11 10:45:00,Z03,Z03,19.03,11.64
T0759,V148,2026-03-11 10:45:00,Z02,Z02,7.92,64.08
T0348,V126,2026-03-11 11:30:00,Z04,Z01,11.17,47.7
T0265,V157,2026-03-11 11:45:00,Z04,Z03,6.23,51.21
T0761,V104,2026-03-11 12:15:00,Z02,Z04,7.37,29.1
T0836,V096,2026-03-11 12:45:00,Z04,Z02,6.25,42.2
T0623,V038,2026-03-11 13:15:00,Z02,Z01,7.68,59.28
T0424,V016,2026-03-11 13:15:00,Z03,Z01,21.43,57.12
T0683,V151,2026-03-11 14:00:00,Z01,Z01,9.38,47.23
T0355,V088,2026-03-11 15:30:00,Z01,Z03,14.06,20.85
T0666,V085,2026-03-11 16:45:00,Z03,Z01,23.97,21.75
T0552,V167,2026-03-11 17:00:00,Z01,Z03,7.39,44.75
T0605,V061,2026-03-11 17:45:00,Z01,Z03,18.03,25.32
T0501,V001,2026-03-11 18:15:00,Z04,Z04,20.28,43.27
T0124,V020,2026-03-11 18:30:00,Z03,Z01,8.16,33.09
T0728,V026,2026-03-11 18:45:00,Z01,Z02,11.65,19.88
T0242,V122,2026-03-11 19:00:00,Z01,Z02,16.9,35.26
T0599,V083,2026-03-11 19:15:00,Z02,Z03,11.9,24.44
T0354,V095,2026-03-11 19:15:00,Z02,Z01,20.51,72.82
T0218,V120,2026-03-11 19:45:00,Z01,Z04,12.36,29.28
T0798,V082,2026-03-11 20:00:00,Z04,Z03,13.16,38.38
T0340,V026,2026-03-11 20:45:00,Z03,Z01,16.67,65.08
T0346,V009,2026-03-11 20:45:00,Z04,Z02,10.19,37.42
T0008,V041,2026-03-11 21:00:00,Z02,Z03,9.89,60.18
T0497,V061,2026-03-11 21:30:00,Z01,Z04,19.4,11.44
T0161,V092,2026-03-11 21:45:00,Z01,Z02,2.53,67.78
T0715,V104,2026-03-11 22:00:00,Z02,Z02,21.59,8.04
T0415,V101,2026-03-11 22:15:00,Z04,Z01,19.86,28.74
T0624,V024,2026-03-11 22:15:00,Z04,Z04,21.86,54.95
T0071,V169,2026-03-11 22:30:00,Z04,Z04,5.23,70.15
T0800,V043,2026-03-11 22:45:00,Z04,Z01,13.67,49.41
T0323,V123,2026-03-11 23:15:00,Z01,Z02,22.47,52.69
T0546,V002,2026-03-11 23:30:00,Z02,Z01,10.36,61.53
T0229,V057,2026-03-11 23:45:00,Z01,Z04,14.06,44.19
T0592,V030,2026-03-12 00:00:00,Z04,Z02,3.86,44.58
T0155,V062,2026-03-12 00:45:00,Z04,Z02,9.62,31.65
T0367,V106,2026-03-12 01:15:00,Z01,Z03,8.78,35.53
T0704,V106,2026-03-12 01:30:00,Z04,Z03,11.08,53.73
T0751,V134,2026-03-12 02:30:00,Z03,Z04,12.33,73.3
T0631,V119,2026-03-12 02:30:00,Z02,Z04,15.36,69.94
T0668,V092,2026-03-12 02:45:00,Z03,Z01,11.98,37.63
T0454,V139,2026-03-12 03:30:00,Z04,Z02,20.67,57.03
T0658,V089,2026-03-12 04:15:00,Z03,Z03,13.13,68.11
T0051,V045,2026-03-12 04:30:00,Z01,Z04,22.92,60.46
T0312,V152,2026-03-12 04:45:00,Z03,Z04,18.31,9.81
T0549,V106,2026-03-12 04:45:00,Z02,Z01,20.08,37.73
T0343,V074,2026-03-12 05:00:00,Z03,Z04,6.91,36.3
T0688,V119,2026-03-12 05:00:00,Z03,Z04,6.23,26.09
T0122,V047,2026-03-12 05:15:00,Z02,Z02,8.07,28.88
T0347,V169,2026-03-12 06:00:00,Z03,Z03,23.13,29.97
T0115,V141,2026-03-12 06:15:00,Z01,Z01,23.55,32.11
T0596,V171,2026-03-12 06:30:00,Z01,Z02,9.71,43.26
T0004,V092,2026-03-12 06:30:00,Z01,Z04,8.04,67.46
T0437,V016,2026-03-12 06:30:00,Z01,Z03,3.03,70.55
T0139,V166,2026-03-12 07:30:00,Z03,Z03,15.26,54.76
T0487,V057,2026-03-12 08:15:00,Z02,Z01,4.14,25.86
T0276,V101,2026-03-12 09:30:00,Z01,Z01,21.44,18.15
T0245,V175,2026-03-12 09:45:00,Z02,Z04,18.58,22.17
T0094,V087,2026-03-12 10:15:00,Z02,Z03,20.05,26.9
T0700,V060,2026-03-12 10:45:00,Z02,Z03,17.43,36.21
T0588,V101,2026-03-12 10:45:00,Z02,Z01,5.2,44.07
T0380,V003,2026-03-12 11:00:00,Z03,Z02,10.33,17.4
T0760,V052,2026-03-12 11:00:00,Z04,Z01,7.8,36.42
T0393,V038,2026-03-12 12:15:00,Z04,Z03,16.53,72.58
T0284,V070,2026-03-12 13:00:00,Z03,Z04,7.25,33.99
T0239,V122,2026-03-12 13:00:00,Z02,Z03,19.16,24.32
T0299,V158,2026-03-12 13:30:00,Z02,Z03,18.59,48.93
T0327,V107,2026-03-12 13:30:00,Z03,Z02,7.34,25.29
T0213,V122,2026-03-12 13:45:00,Z01,Z04,17.92,24.58
T0129,V011,2026-03-12 13:45:00,Z01,Z01,9.99,20.97
T0452,V172,2026-03-12 14:00:00,Z02,Z03,15.31,64.38
T0314,V015,2026-03-12 14:15:00,Z04,Z04,15.31,71.68
T0428,V068,2026-03-12 14:15:00,Z02,Z01,6.26,36.36
T0587,V177,2026-03-12 14:30:00,Z01,Z01,23.76,44.11
T0261,V138,2026-03-12 14:30:00,Z04,Z02,22.23,25.76
T0484,V101,2026-03-12 14:30:00,Z02,Z01,9.79,34.49
T0709,V027,2026-03-12 14:30:00,Z03,Z02,18.31,17.21
T0388,V153,2026-03-12 14:45:00,Z02,Z01,14.35,51.94
T0613,V075,2026-03-12 15:00:00,Z02,Z04,19.01,40.29
T0583,V151,2026-03-12 15:00:00,Z02,Z04,21.5,30.76
T0608,V088,2026-03-12 15:15:00,Z04,Z01,6.83,10.12
T0350,V134,2026-03-12 15:45:00,Z01,Z04,6.41,74.3
T0464,V048,2026-03-12 15:45:00,Z03,Z01,8.5,73.66
T0135,V072,2026-03-12 16:00:00,Z03,Z01,15.59,16.97
T0731,V102,2026-03-12 16:45:00,Z02,Z04,15.83,43.6
T0756,V088,2026-03-12 16:45:00,Z02,Z02,10.74,50.9
T0881,V143,2026-03-12 18:45:00,Z01,Z04,5.22,69.84
T0465,V145,2026-03-12 19:15:00,Z03,Z02,6.72,37.46
T0729,V056,2026-03-12 19:30:00,Z04,Z02,21.41,8.14
T0667,V157,2026-03-12 20:00:00,Z01,Z03,17.63,65.57
T0443,V084,2026-03-12 20:30:00,Z04,Z03,23.81,45.31
T0202,V157,2026-03-12 20:45:00,Z02,Z04,17.28,71.92
T0075,V150,2026-03-12 22:15:00,Z01,Z02,16.35,51.05
T0654,V114,2026-03-12 22:15:00,Z01,Z02,18.06,18.19
T0250,V034,2026-03-12 22:30:00,Z03,Z01,23.81,59.02
T0821,V012,2026-03-12 22:45:00,Z02,Z04,19.02,32.58
T0032,V053,2026-03-12 22:45:00,Z02,Z03,2.52,36.63
T0126,V062,2026-03-12 22:45:00,Z04,Z02,9.71,19.96
T0461,V055,2026-03-12 23:30:00,Z01,Z02,13.07,9.32
T0458,V152,2026-03-12 23:45:00,Z03,Z02,8.73,27.49
T0037,V011,2026-03-13 01:00:00,Z01,Z01,12.0,34.95
T0013,V055,2026-03-13 01:45:00,Z03,Z03,22.94,9.0
T0621,V136,2026-03-13 01:45:00,Z04,Z01,21.14,49.03
T0141,V104,2026-03-13 01:45:00,Z04,Z01,17.09,33.29
T0774,V063,2026-03-13 02:00:00,Z02,Z03,3.41,38.04
T0321,V056,2026-03-13 02:00:00,Z02,Z03,5.02,61.28
T0100,V141,2026-03-13 02:00:00,Z04,Z01,15.25,73.54
T0369,V163,2026-03-13 03:00:00,Z01,Z02,16.97,42.08
T0862,V002,2026-03-13 03:15:00,Z01,Z02,13.38,25.28
T0557,V103,2026-03-13 03:45:00,Z02,Z01,4.96,47.42
T0694,V061,2026-03-13 04:00:00,Z04,Z01,18.4,66.49
T0246,V042,2026-03-13 04:15:00,Z03,Z01,19.08,74.23
T0418,V025,2026-03-13 04:45:00,Z02,Z04,21.68,37.64
T0368,V045,2026-03-13 04:45:00,Z03,Z01,22.97,67.17
T0383,V110,2026-03-13 04:45:00,Z04,Z01,5.08,60.19
T0533,V154,2026-03-13 05:00:00,Z01,Z04,18.75,55.59
T0551,V173,2026-03-13 05:15:00,Z02,Z03,5.48,37.32
T0275,V101,2026-03-13 05:30:00,Z01,Z04,6.42,42.66
T0208,V144,2026-03-13 05:30:00,Z04,Z02,22.97,73.39
T0172,V118,2026-03-13 05:45:00,Z01,Z04,12.79,15.04
T0400,V116,2026-03-13 05:45:00,Z04,Z03,12.74,30.38
T0563,V085,2026-03-13 06:00:00,Z03,Z02,15.34,49.28
T0018,V044,2026-03-13 06:30:00,Z02,Z01,18.02,54.92
T0277,V158,2026-03-13 07:00:00,Z01,Z03,16.51,26.13
T0088,V040,2026-03-13 07:15:00,Z04,Z04,3.92,63.2
T0209,V156,2026-03-13 07:15:00,Z03,Z01,6.22,14.18
T0262,V060,2026-03-13 07:15:00,Z02,Z01,23.92,41.88
T0337,V086,2026-03-13 07:45:00,Z03,Z04,13.69,10.73
T0324,V110,2026-03-13 08:00:00,Z01,Z03,15.78,46.04
T0776,V116,2026-03-13 08:30:00,Z03,Z04,12.96,24.58
T0567,V168,2026-03-13 08:30:00,Z04,Z02,4.99,46.59
T0490,V112,2026-03-13 08:30:00,Z02,Z01,11.93,26.68
T0569,V025,2026-03-13 08:30:00,Z01,Z03,23.38,64.71
T0741,V056,2026-03-13 08:45:00,Z03,Z03,10.69,54.99
T0086,V017,2026-03-13 09:00:00,Z03,Z02,22.21,8.66
T0662,V126,2026-03-13 10:15:00,Z04,Z03,3.95,24.94
T0699,V119,2026-03-13 10:30:00,Z01,Z02,3.49,35.97
T0435,V164,2026-03-13 10:45:00,Z04,Z04,18.34,31.06
T0691,V142,2026-03-13 11:00:00,Z03,Z02,6.25,24.71
T0656,V162,2026-03-13 11:30:00,Z02,Z03,21.49,36.01
T0190,V145,2026-03-13 12:15:00,Z02,Z02,6.65,43.02
T0842,V073,2026-03-13 12:30:00,Z03,Z04,17.5,8.12
T0199,V043,2026-03-13 13:45:00,Z03,Z02,13.46,10.72
T0500,V046,2026-03-13 14:15:00,Z04,Z02,21.5,13.89
T0254,V179,2026-03-13 14:30:00,Z01,Z02,20.36,27.57
T0391,V167,2026-03-13 14:30:00,Z02,Z01,7.22,48.58
T0898,V169,2026-03-13 14:45:00,Z02,Z02,21.55,30.88
T0211,V036,2026-03-13 14:45:00,Z01,Z02,21.15,65.47
T0188,V111,2026-03-13 15:00:00,Z01,Z04,5.16,37.6
T0414,V153,2026-03-13 15:30:00,Z03,Z03,5.0,59.45
T0888,V026,2026-03-13 15:45:00,Z03,Z01,10.85,37.46
T0480,V100,2026-03-13 16:00:00,Z04,Z02,22.09,28.48
T0430,V068,2026-03-13 16:45:00,Z03,Z04,12.23,32.67
T0107,V102,2026-03-13 17:00:00,Z01,Z03,11.65,13.35
T0528,V122,2026-03-13 17:00:00,Z04,Z04,12.79,14.97
T0555,V116,2026-03-13 17:15:00,Z04,Z03,17.81,12.72
T0540,V140,2026-03-13 17:45:00,Z03,Z02,9.89,20.53
T0034,V027,2026-03-13 17:45:00,Z04,Z03,20.97,38.33
T0306,V130,2026-03-13 18:30:00,Z04,Z01,7.67,23.9
T0389,V064,2026-03-13 19:00:00,Z03,Z02,22.61,46.78
T0030,V001,2026-03-13 19:00:00,Z03,Z04,23.99,52.48
T0672,V084,2026-03-13 19:00:00,Z01,Z04,10.24,47.68
T0873,V176,2026-03-13 19:15:00,Z04,Z02,4.82,21.85
T0224,V157,2026-03-13 19:15:00,Z02,Z01,5.28,72.26
T0640,V158,2026-03-13 19:45:00,Z04,Z01,5.15,57.95
T0084,V081,2026-03-13 20:30:00,Z01,Z04,19.97,70.1
T0210,V011,2026-03-13 21:00:00,Z02,Z01,18.82,36.79
T0644,V038,2026-03-13 21:15:00,Z01,Z03,11.19,32.76
T0713,V124,2026-03-13 21:15:00,Z01,Z01,4.01,73.02
T0614,V065,2026-03-13 21:45:00,Z01,Z01,15.87,12.94
T0721,V026,2026-03-13 22:15:00,Z03,Z03,16.24,26.44
T0657,V008,2026-03-13 23:30:00,Z02,Z02,4.25,16.59
T0068,V085,2026-03-14 00:45:00,Z04,Z04,20.56,18.65
T0618,V002,2026-03-14 00:45:00,Z03,Z02,5.23,34.35
T0750,V124,2026-03-14 01:30:00,Z02,Z03,22.75,12.94
T0606,V046,2026-03-14 01:30:00,Z02,Z04,22.38,21.19
T0099,V104,2026-03-14 01:45:00,Z04,Z01,14.03,11.42
T0001,V075,2026-03-14 02:00:00,Z01,Z02,16.33,49.91
T0103,V176,2026-03-14 02:00:00,Z02,Z03,21.59,43.96
T0871,V027,2026-03-14 03:00:00,Z03,Z04,17.45,67.39
T0216,V095,2026-03-14 03:15:00,Z04,Z01,3.25,26.29
T0710,V090,2026-03-14 03:45:00,Z01,Z01,10.58,24.36
T0061,V082,2026-03-14 04:00:00,Z04,Z01,22.97,34.53
T0686,V054,2026-03-14 04:00:00,Z02,Z01,3.48,9.5
T0508,V062,2026-03-14 04:30:00,Z02,Z01,23.99,29.06
T0814,V092,2026-03-14 05:30:00,Z03,Z01,17.29,20.82
T0593,V019,2026-03-14 05:30:00,Z01,Z04,8.38,11.71
